"","seqnames","start","end","width","strand","Conc","Conc_MSH2","Conc_KO","Fold","p.value","FDR"
"9418","4",118953202,118953702,501,"*",5.84300705671117,5.32811243795196,6.22169173657361,-0.663112332577513,0.000352929569397487,0.00640646987949199
"9419","9",71790573,71791073,501,"*",3.37471313380614,4.12970869185874,1.69605758699981,1.62756303791226,0.000353134083168139,0.00640950170827676
"9420","6",35562034,35562534,501,"*",5.63435987787682,5.08291755902178,6.0323406306094,-0.701666299809707,0.000353177828700121,0.00640961520582965
"9421","18",36780661,36781161,501,"*",4.98776817240477,5.44792913438021,4.30809041289309,0.879347832507214,0.000353313261962583,0.00641139248897138
"9422","21",20994415,20994915,501,"*",3.24263160465736,1.4349665243785,4.02029086987568,-1.77096588042679,0.000353368942075074,0.00641172230941101
"9423","X",24479806,24480306,501,"*",5.22661379492272,4.58595571703138,5.66871299594887,-0.80608726832433,0.000354088445901945,0.00642354808651908
"9424","X",43746271,43746771,501,"*",3.25223368691839,1.47864414083299,4.02413606546709,-1.74931495555228,0.000354127364980864,0.00642354808651908
"9425","5",24644746,24645246,501,"*",5.83315067963688,6.21756975732094,5.30754192796877,0.669554701840637,0.000354145013109291,0.00642354808651908
"9426","2",108570405,108570905,501,"*",7.0624811491229,7.34055645522403,6.7176935348153,0.49360087002948,0.000354170990907292,0.00642354808651908
"9427","8",85258658,85259158,501,"*",3.30378951327788,4.06766275709844,1.5762031266015,1.69195825912486,0.000354521851212104,0.0064292295151712
"9428","11",2348893,2349393,501,"*",2.89396668500987,0.0472403494207138,3.79003601041242,-1.94389943659772,0.000354717828988664,0.00643210125246543
"9429","18",63887390,63887890,501,"*",4.18623401313093,4.74564651594635,3.26027632999151,1.18063688491134,0.000354838839287108,0.00643361313891669
"9430","X",137148333,137148833,501,"*",4.16566866060411,4.76602239581094,3.11848453146319,1.21954259574931,0.000355245812228125,0.00644030896785745
"9431","10",120650914,120651414,501,"*",5.65143741506312,6.04794966283986,5.1028267030781,0.698548386157317,0.000355432921738092,0.00644301785966501
"9432","4",76059691,76060191,501,"*",5.87453290237442,6.27319678758507,5.32177047004471,0.714098328545497,0.00035645907794809,0.00646093416537845
"9433","11",12187343,12187843,501,"*",3.90420039966271,2.71078493359117,4.54827222441452,-1.38382258984203,0.000356542521602006,0.00646176151892671
"9434","4",41909056,41909556,501,"*",7.10479114494479,6.74065004824832,7.39529661044043,-0.512489748267535,0.000357109464683861,0.00647135042012122
"9435","7",13946139,13946639,501,"*",4.15664235090874,2.95517314909616,4.80295965424836,-1.33325430517359,0.000357156944958645,0.00647152485386751
"9436","8",125665998,125666498,501,"*",2.96250435119905,3.79604560362106,0.764545361676076,1.89099414634652,0.000357348402933521,0.00647430778600136
"9437","3",118884592,118885092,501,"*",6.40103997977044,6.76505360976789,5.9130111159984,0.641229456075026,0.000358003281009813,0.00648548531470547
"9438","11",36702559,36703059,501,"*",6.16605694240671,6.54854480596255,5.64407012188628,0.645518303931402,0.00035816680358816,0.00648776016188013
"9439","15",78035685,78036185,501,"*",5.93644378193789,5.42898871889212,6.31110798022489,-0.649526233834935,0.000358214071917147,0.00648792894446569
"9440","18",38886803,38887303,501,"*",5.36774506022234,4.72747126033049,5.80966279817779,-0.813872418561822,0.00035839946808898,0.00649025330277469
"9441","9",121499543,121500043,501,"*",7.21624760394054,7.52634270927837,6.82071860006249,0.525960988245119,0.000358466346935204,0.00649025330277469
"9442","8",56060050,56060550,501,"*",4.50102129156953,5.04595980362505,3.61483335705947,1.09269959143999,0.000358476015056185,0.00649025330277469
"9443","11",123386869,123387369,501,"*",5.72395091101252,5.14827617712333,6.13432200795673,-0.731915178733986,0.000358494261386431,0.00649025330277469
"9444","5",20419534,20420034,501,"*",3.16980041518714,3.98501688418197,1.11353637301328,1.75744956626833,0.000358938943811064,0.00649761583609191
"9445","X",29143311,29143811,501,"*",5.02431904835006,5.48456530803211,4.3444533120906,0.881851773206995,0.000359306618936414,0.00650358294972275
"9446","5",54646694,54647194,501,"*",5.57826466243759,6.0358194933014,4.90431311643675,0.836296979168021,0.000359464884983078,0.00650575881928192
"9447","10",112756942,112757442,501,"*",3.92883621000887,4.53441466664986,2.8651595196197,1.28303881631101,0.000359679705840994,0.00650895767451727
"9448","20",44177070,44177570,501,"*",7.23843436940131,7.5333831810675,6.86727057530454,0.513525191101317,0.000359736394107174,0.00650916867678631
"9449","10",7028170,7028670,501,"*",5.14488178692334,5.61611615882736,4.44049884887909,0.862884679265697,0.000359791025827975,0.00650916867678631
"9450","15",69298594,69299094,501,"*",7.18654287701625,6.80268246315753,7.48943611067817,-0.536507576057613,0.000359805589651438,0.00650916867678631
"9451","6",95935674,95936174,501,"*",3.54273286683512,4.23824886652427,2.14883941105133,1.56392752215857,0.000360046669254129,0.00651284080862843
"9452","5",35795045,35795545,501,"*",3.83682010880949,2.65983049947498,4.47626215106823,-1.35129575702666,0.000360122965664095,0.00651353173550596
"9453","14",68191741,68192241,501,"*",3.35637248747621,1.53695268159163,4.1359811071627,-1.7175481856579,0.000360421764901236,0.00651824649148264
"9454","2",120736635,120737135,501,"*",6.85514180276334,7.17884394636582,6.43714269920579,0.546777779032323,0.000360688092584785,0.00652237306241905
"9455","18",34224624,34225124,501,"*",6.47187732764379,6.81549406397849,6.01995140576212,0.589758046032852,0.000360854830558227,0.00652469805632716
"9456","16",51773187,51773687,501,"*",4.45190495651813,5.01927851636666,3.5034206181077,1.0830892636098,0.000360915746892423,0.0065251093757651
"9457","18",52345370,52345870,501,"*",2.74294149787333,3.62202692655718,0.106200084523225,1.93876662299676,0.000361348366684321,0.0065322400414104
"9458","20",56893133,56893633,501,"*",4.66181394003677,3.82678026393753,5.18731161820757,-1.03373550064617,0.000361451766779881,0.00653341839132533
"9459","5",95735236,95735736,501,"*",3.2905287288462,1.59235129152429,4.04910892415233,-1.69559675943428,0.000361623432360048,0.00653583029383751
"9460","3",117814940,117815440,501,"*",3.49783847542658,4.21335622639989,2.01557811538796,1.52278678846583,0.00036171920397678,0.00653687015575713
"9461","5",159463990,159464490,501,"*",5.74457538146775,6.13876540266792,5.20042527592505,0.725829694100085,0.000361938850863285,0.00654014819425912
"9462","3",130037097,130037597,501,"*",8.06821344658537,8.3245004553682,7.75634764404933,0.453229130907568,0.000361989011014164,0.00654036327890082
"9463","14",104671561,104672061,501,"*",4.29996635787617,3.26566159894119,4.89618487369814,-1.18173401106022,0.000362280239171641,0.00654493343847674
"9464","5",72394625,72395125,501,"*",4.54404917337958,5.07502618911933,3.69484959556486,1.04290749546561,0.000362617144779328,0.00655032775118179
"9465","16",69089336,69089836,501,"*",6.22788139050651,6.59744728276635,5.72977597180264,0.630830531626865,0.000362738027320144,0.00655181908870547
"9466","14",49052485,49052985,501,"*",5.46302581017918,5.90169657442013,4.82960264371121,0.859801947304633,0.000362855461916059,0.00655324784050768
"9467","6",81480116,81480616,501,"*",2.99687860361324,0.631575564197186,3.84961542541695,-1.90359543638384,0.000362903861851648,0.00655342964132609
"9468","1",196561382,196561882,501,"*",3.20122365850303,3.98558840642756,1.35264729515794,1.77170239553901,0.00036318114240679,0.00655707262612699
"9469","14",56199095,56199595,501,"*",6.1302351514264,6.48496528763328,5.6588137460922,0.639983323893991,0.000363182306161726,0.00655707262612699
"9470","20",17541938,17542438,501,"*",6.07616107569104,5.59725112245169,6.43509790899038,-0.636150815137332,0.000363360310968587,0.00655959366869775
"9471","4",110213116,110213616,501,"*",3.37680017403633,4.08547959394648,1.92550328158748,1.57717394277034,0.000363522608051438,0.00656183064378183
"9472","19",34456867,34457367,501,"*",2.89852643504877,3.71839090225111,0.807784026913451,1.87502659671774,0.000363570727909404,0.00656200638745099
"9473","15",65832680,65833180,501,"*",8.92721987094106,8.60665223770159,9.1893465890889,-0.462066135777282,0.000363631965966555,0.00656241883645205
"9474","4",38986398,38986898,501,"*",3.11835610045708,3.95563132052166,0.889497878494867,1.80565758216868,0.000363750979389807,0.00656330993223917
"9475","16",72604167,72604667,501,"*",3.20062576974215,3.98489410576615,1.35264729515794,1.77121456329233,0.000363758125434119,0.00656330993223917
"9476","5",79169152,79169652,501,"*",3.79551406822255,2.58320605344825,4.44482819413341,-1.38046605455875,0.00036416125631213,0.00656989025502418
"9477","12",108689633,108690133,501,"*",3.97832148412801,2.85861277040827,4.60107689336244,-1.30243000314,0.00036441185424084,0.00657371760866366
"9478","3",89358220,89358720,501,"*",4.42352606728401,4.99948821912855,3.45019504393572,1.16926581074408,0.000364659821188324,0.00657749669874589
"9479","3",24380812,24381312,501,"*",3.90926052782552,4.54763269296906,2.73603281585589,1.2954135435544,0.000364897174056976,0.00658087511083554
"9480","12",89733497,89733997,501,"*",8.27095288296091,8.51904274618293,7.97115528778811,0.443137621432667,0.000364924110312012,0.00658087511083554
"9481","19",57792914,57793414,501,"*",5.23960539648149,5.67494825072182,4.61315416608911,0.781655037050678,0.000364982616736197,0.00658123596582499
"9482","4",94545183,94545683,501,"*",7.63290430005927,7.90642744044908,7.29509872315755,0.491024026103451,0.000365038377148056,0.00658154723481094
"9483","6",139271035,139271535,501,"*",4.1540495322314,4.73529642558101,3.1651392806341,1.17104043865645,0.000365350744979084,0.00658648451546286
"9484","1",86226977,86227477,501,"*",3.85179145379563,2.66299928361374,4.49456698291914,-1.39417299847899,0.00036544288554188,0.00658745095175756
"9485","4",112813615,112814115,501,"*",4.71702964967073,5.2277796573481,3.91918854894839,1.00901646879461,0.000365716940835243,0.00659169602227849
"9486","3",52217013,52217513,501,"*",8.72414133426241,8.93955506625485,8.47082072569746,0.39555049476644,0.000366428263738497,0.00660382069494054
"9487","7",127336706,127337206,501,"*",3.39227201244575,4.15258704602827,1.68453329147765,1.6757239295205,0.000366713719921913,0.0066082685918004
"9488","1",189464649,189465149,501,"*",3.06273731729251,3.84574224296423,1.22256727255659,1.7869426836163,0.000366939902670738,0.00661155020507788
"9489","8",80915042,80915542,501,"*",5.51816367669079,4.88411039372082,5.95713404553918,-0.785027309883505,0.000366973174089449,0.00661155020507788
"9490","10",28719692,28720192,501,"*",5.97366852352525,6.34045912723663,5.48061349808884,0.666145054935626,0.000367027846030605,0.00661183840903058
"9491","11",59080367,59080867,501,"*",3.61756327766353,4.28967524745519,2.31923172206791,1.42572588950839,0.000367400837582971,0.00661786032994516
"9492","10",34809077,34809577,501,"*",3.27252110225765,1.53695268159163,4.03780914807082,-1.69218931352056,0.000367733731145254,0.00662266533315826
"9493","9",105413478,105413978,501,"*",5.05645742436344,5.53504237817063,4.3353311374993,0.913800620248913,0.000367745071933875,0.00662266533315826
"9494","X",6052054,6052554,501,"*",5.8420386192298,6.20830212020827,5.34993971145688,0.649965771514269,0.000367930749835631,0.006625311262945
"9495","9",111940627,111941127,501,"*",6.53559746601308,6.86042721340817,6.11571087250489,0.568988214377913,0.000368108272645581,0.00662780980252167
"9496","1",169683622,169684122,501,"*",5.21664502072911,5.6760283170605,4.5386794189926,0.833682575151037,0.000368162035951641,0.00662807975381431
"9497","2",21107841,21108341,501,"*",4.21077732971366,4.78774800285604,3.23449057197524,1.20995953837819,0.000368474438254354,0.00663300547700199
"9498","4",184100210,184100710,501,"*",5.36834932161702,5.79907792301429,4.75148316438321,0.764755807695125,0.000368566841211759,0.00663341807891145
"9499","7",151003500,151004000,501,"*",5.39994254722571,4.78788875862707,5.82833727566228,-0.765634504331799,0.000368574961871219,0.00663341807891145
"9500","5",63963034,63963534,501,"*",5.17823128006231,5.64059393092758,4.49369006621188,0.828573329602051,0.000369005184915473,0.00664046193713468
"9501","11",34609770,34610270,501,"*",6.18436231865718,5.73478658956422,6.52662330653693,-0.591775521898446,0.000369454024196487,0.00664783928729428
"9502","6",162518995,162519495,501,"*",3.4060123200318,4.13727738653535,1.84921940665776,1.56698743068302,0.000369716691534367,0.00665186551792594
"9503","8",131826588,131827088,501,"*",3.87696283126171,2.68693900462914,4.52008421640729,-1.40152991083159,0.000370105206401476,0.00665815488540288
"9504","1",107963571,107964071,501,"*",4.64698704697658,5.14912156623964,3.87026750539217,0.990903588068691,0.000370429298834277,0.00666328409828601
"9505","21",13323103,13323603,501,"*",2.91904608700597,3.7816613829546,0.458425732846066,1.8919957016274,0.000370694849537752,0.00666735929376907
"9506","18",26700663,26701163,501,"*",4.38509343993234,3.48391524034893,4.93555160735896,-1.12047721356024,0.000370860276187696,0.00666935007703998
"9507","9",28135371,28135871,501,"*",4.28949792027874,4.88492071653825,3.25765413078982,1.16657310256605,0.000370883557262129,0.00666935007703998
"9508","3",45132588,45133088,501,"*",4.84985538412802,4.09574410221153,5.34256844084617,-0.921076882838232,0.000371163259027168,0.00667367779099355
"9509","15",27808225,27808725,501,"*",3.20239137148576,4.00916390007356,1.20646155614302,1.78780536777026,0.000371261687613786,0.00667463931480606
"9510","4",5120386,5120886,501,"*",4.87307204539134,5.33930940770171,4.17991352480666,0.913954561756263,0.000371294820270509,0.00667463931480606
"9511","3",153185151,153185651,501,"*",3.49719319512673,4.20228176348603,2.06183575557978,1.59483529203782,0.000371536855877583,0.00667828806719797
"9512","8",28769530,28770030,501,"*",4.65284661386699,3.86026183380594,5.16146912799775,-0.988851404626289,0.000371589987849542,0.0066785409107214
"9513","9",92808774,92809274,501,"*",4.15617766140378,3.10912546440216,4.75648928338713,-1.22868210903856,0.000371633058562321,0.00667861289032874
"9514","7",108253655,108254155,501,"*",4.83792336107714,5.31710372751383,4.11542851779536,0.910290076858052,0.000371698286773664,0.0066790830050717
"9515","17",60817164,60817664,501,"*",6.45842197535858,5.98101757271783,6.81651580036248,-0.616096727210839,0.000371964177216922,0.00668315836139259
"9516","19",11324164,11324664,501,"*",5.57901445026602,4.97912868012657,6.00145609314342,-0.741173304841358,0.000372518470596204,0.0066924141126719
"9517","8",61059649,61060149,501,"*",5.3006769047313,4.66208058418137,5.74180167237977,-0.793447018618951,0.000372575208406702,0.00669273011230356
"9518","9",112921423,112921923,501,"*",5.65517018199781,6.05326898400269,5.10349987082088,0.71433388650956,0.000372744535228703,0.00669506831830518
"9519","7",48274616,48275116,501,"*",5.66250826002311,6.06555572059535,5.10123097220753,0.72623470956072,0.000372835800331849,0.00669600407113482
"9520","3",130276138,130276638,501,"*",5.96942112486693,6.36262000650164,5.4271684614567,0.706494216015723,0.000373279268879036,0.00670326441691409
"9521","4",167903381,167903881,501,"*",6.44950141649577,6.79936612181072,5.9866660454964,0.593430506962787,0.000373530975829674,0.00670696244698346
"9522","8",131625166,131625666,501,"*",5.98017083873617,6.36115951069741,5.46098611860967,0.649008042433827,0.000373563661368152,0.00670696244698346
"9523","8",122616449,122616949,501,"*",5.50037673789707,5.91966920941385,4.9068664587752,0.758612753853769,0.000373933149982582,0.00671283499707503
"9524","9",71755545,71756045,501,"*",3.4449614663385,4.16332609156405,1.94956794659523,1.52593593742166,0.000373969281999922,0.00671283499707503
"9525","11",98279334,98279834,501,"*",4.02502034889791,4.61368319638679,3.01386201971225,1.27872159138676,0.000374066154339296,0.00671386893580444
"9526","1",188803091,188803591,501,"*",2.69645962175824,3.61029712786418,0,1.92637781414104,0.000374183252036998,0.00671480163822984
"9527","3",109133134,109133634,501,"*",5.55665637189204,5.96704525405914,4.98094640929905,0.729582157997061,0.000374196675250153,0.00671480163822984
"9528","6",101299334,101299834,501,"*",3.59735806612178,1.97968331235557,4.34077803580169,-1.57538207285946,0.000374277264609731,0.00671554288446163
"9529","17",60582784,60583284,501,"*",3.44441023947137,1.82077981313612,4.18898658844096,-1.61453876143182,0.000374457185137174,0.00671753616485429
"9530","12",127045708,127046208,501,"*",4.40467976287855,4.95688177440727,3.49872103834408,1.06684827192207,0.000374475603069853,0.00671753616485429
"9531","10",54215464,54215964,501,"*",6.52947878805748,6.8466284196727,6.12237039023306,0.546700881936236,0.000374506236544802,0.00671753616485429
"9532","X",81662225,81662725,501,"*",5.23155295453159,4.58179207168206,5.67792994495375,-0.818278628752717,0.000374664120676954,0.0067196631077099
"9533","3",37129787,37130287,501,"*",7.40155887308913,7.69228101578227,7.03707661064321,0.519277825955257,0.000374827922252744,0.00672189572353767
"9534","15",53865016,53865516,501,"*",5.06233501225041,5.57560551844664,4.25823162004731,1.00978698724686,0.000374921422058258,0.00672286726161481
"9535","5",1902808,1903308,501,"*",2.97847378551174,3.78579443233594,0.978713689347721,1.82686975392385,0.000375039387855273,0.00672427725946112
"9536","2",76157117,76157617,501,"*",3.57008597490846,4.24758766072842,2.25043650609231,1.51778689854083,0.000375267310197686,0.00672765822323573
"9537","13",61084932,61085432,501,"*",4.67190290507094,5.16605564482776,3.91436922805583,0.978738112869304,0.000375375818609596,0.00672889789219454
"9538","18",77162614,77163114,501,"*",4.14220515110932,4.71937362996878,3.16533771842551,1.18815059336874,0.000375670803003609,0.00673347967497284
"9539","16",85220694,85221194,501,"*",3.65229545943171,4.36526912704873,2.18164948640364,1.51414663627748,0.000376417750993226,0.00674585759831685
"9540","12",123062735,123063235,501,"*",7.83635973900725,8.08833518313734,7.53086274501859,0.444646450480603,0.00037644030398076,0.00674585759831685
"9541","20",31354969,31355469,501,"*",3.21522862566769,3.9664041547095,1.55703799081491,1.6538049291976,0.000376727220067505,0.00675029159294628
"9542","5",141914104,141914604,501,"*",4.93950250450958,4.22018673609644,5.41729851615386,-0.930704863964556,0.000376868913028936,0.00675212278700491
"9543","5",32283681,32284181,501,"*",4.85513409819117,4.00786298431586,5.3853695666058,-1.00963833749126,0.000377214350647491,0.00675760357937689
"9544","14",87032706,87033206,501,"*",4.32211305910773,3.38877524866163,4.88415230201477,-1.11713138720334,0.000377803262490037,0.0067674444833164
"9545","4",26254596,26255096,501,"*",3.01226406772484,3.82960311428602,0.94037088303924,1.83492164906181,0.000377866035834029,0.00676785979613557
"9546","16",71428918,71429418,501,"*",6.18177168629886,6.53622760795166,5.71083632147169,0.632207340503769,0.000378040124648476,0.00677026855537965
"9547","X",150841456,150841956,501,"*",3.86691895844343,2.53728761918245,4.54691026499232,-1.40312869851237,0.000378392014023911,0.00677586068225618
"9548","4",67419199,67419699,501,"*",3.24488479086564,3.99212244961386,1.6074353957577,1.69912712744381,0.000378555368693562,0.00677807590292353
"9549","11",134033918,134034418,501,"*",7.25850891993326,6.91988295549321,7.53256882818439,-0.481786939528556,0.000378764601900668,0.00678111203390244
"9550","12",50542300,50542800,501,"*",6.86920288130356,6.46265199113161,7.18601494422313,-0.542089152042789,0.000378859766837164,0.0067821055517223
"9551","2",150167575,150168075,501,"*",6.69444544484801,6.99916313030133,6.30764343411575,0.54710915571285,0.00037890326989108,0.00678217414030355
"9552","16",89502311,89502811,501,"*",6.34138872361447,6.67750153592994,5.90239563349506,0.585014991313698,0.000379009910008203,0.00678337271725109
"9553","9",109487235,109487735,501,"*",4.82721063916519,5.31905544318243,4.07515779210599,0.993381950911328,0.000379160996336221,0.00678536273874081
"9554","9",86500124,86501055,932,"*",6.56809678636701,7.10619287229241,5.70019981823237,1.07280648447005,0.000379200479684657,0.00678536273874081
"9555","10",3437028,3437528,501,"*",2.92777045622396,3.76668758158155,0.685086995558107,1.87651188764347,0.00037938089347733,0.00678788056379878
"9556","10",1853098,1853598,501,"*",5.14583191031107,5.59988606826396,4.47952033440893,0.812676029664491,0.000379706278127833,0.00679228825924191
"9557","13",57110297,57110797,501,"*",3.19763025743759,3.93806852684933,1.59517787792525,1.72672548175853,0.00037970670511807,0.00679228825924191
"9558","22",17359540,17360040,501,"*",4.52745925096785,3.69227189905561,5.05301677203904,-1.0376673915482,0.000379861249235366,0.00679434185465366
"9559","3",124248357,124248857,501,"*",7.06292804113093,7.36714000775135,6.67694238398095,0.530297852582632,0.000380042410288779,0.00679687105117158
"9560","1",221987826,221988326,501,"*",6.70190656769891,7.00789364958196,6.31305214090994,0.540833134103722,0.000380118739684526,0.00679752505219531
"9561","1",96473739,96474239,501,"*",7.04101418737137,7.35976988041843,6.6312485715021,0.548614938139934,0.000380211454509412,0.00679847190043093
"9562","12",54935231,54935731,501,"*",6.81179417559725,7.12165636214114,6.41664494668632,0.532625592533678,0.000380503456953833,0.00680298159317228
"9563","6",165767222,165767722,501,"*",5.5000431119062,4.90376565975451,5.9207049815919,-0.742088551615889,0.000380692249457161,0.00680564525595497
"9564","X",77009622,77010122,501,"*",6.98724253302498,7.29751752573405,6.59142011169798,0.527912681161257,0.000382069002063209,0.00682915381014764
"9565","12",48281754,48282254,501,"*",4.83511176926902,5.34559602577469,4.03792872221441,1.00741441282128,0.000382087157044784,0.00682915381014764
"9566","8",27645577,27646077,501,"*",4.01424924439095,2.82206036357385,4.65797767311586,-1.38042825933048,0.000382172472259461,0.00682996461556899
"9567","1",172360407,172360907,501,"*",4.97789842154612,5.46763853132783,4.23081806676001,1.00727028441802,0.000382684843827065,0.0068384065570176
"9568","6",3279516,3280016,501,"*",6.32198552391828,6.65800368357347,5.88315439997385,0.573917930476082,0.000382851661694504,0.00683966448417917
"9569","5",160675481,160675981,501,"*",3.79164607821165,4.41485993624715,2.67040230630317,1.37067261024139,0.000382871059575298,0.00683966448417917
"9570","8",142887372,142887872,501,"*",3.44445653304428,4.16271228562021,1.94956794659523,1.52237334134098,0.000382875262424658,0.00683966448417917
"9571","15",94306548,94307048,501,"*",5.25199413537627,4.57216155270541,5.71222535221648,-0.838632204799395,0.000383255301901746,0.00684573815719556
"9572","10",4808117,4808617,501,"*",6.93743906527611,7.23100715972647,6.56846347319575,0.519858928505013,0.000383338243304684,0.00684650432499814
"9573","2",214604758,214605258,501,"*",4.81700293533912,4.06006855314461,5.31090392278509,-0.925281839403545,0.000383572845786725,0.00684997874960899
"9574","2",21883019,21883519,501,"*",3.13029050414819,3.94360135128865,1.08789601449419,1.77018075032329,0.000383907066878282,0.00685523128675343
"9575","3",128608254,128608754,501,"*",8.01407095764908,8.29302516200086,7.66792885531217,0.479192589076128,0.000384071459055243,0.0068574504957876
"9576","18",54843255,54843755,501,"*",3.98915440888028,2.79869784957795,4.63239721803874,-1.33157525904972,0.000384153426290454,0.00685819772888089
"9577","18",58235977,58236477,501,"*",3.61829939154069,4.28286707915608,2.34915853201937,1.43845033425133,0.000384527776959482,0.00686416411124978
"9578","12",42981288,42981788,501,"*",4.00972847171378,2.8573642705578,4.6421015080084,-1.28471674971589,0.000384758093556804,0.00686755837944081
"9579","8",100736737,100737237,501,"*",6.27066261273271,5.81882524214968,6.61422832985628,-0.598816361406434,0.000384901124663655,0.00686939414033293
"9580","20",50915391,50915891,501,"*",2.97911847174008,0.544511391565207,3.83910883782222,-1.88994517495874,0.000384941660971956,0.00686940046726969
"9581","3",130759679,130760179,501,"*",4.87638673387093,5.36519102080519,4.13150951458314,0.912861473761849,0.000384992066396213,0.00686958289186554
"9582","3",155703245,155703745,501,"*",4.90727582768797,5.37742816032951,4.20533411991676,0.883127858590825,0.000385354639773451,0.00687533484725418
"9583","5",101663528,101664028,501,"*",3.40476688166428,4.09574410221153,2.03003116594486,1.55769447214965,0.000385478865078869,0.00687643070875114
"9584","15",53536402,53536902,501,"*",6.58163259634378,6.93057994524136,6.12040714719685,0.599116042631168,0.000385496507403403,0.00687643070875114
"9585","5",143138338,143139309,972,"*",3.86865045431242,2.5905268757602,4.53556021070017,-1.41060322881136,0.000385922360748866,0.00688330881052734
"9586","5",15969342,15969842,501,"*",3.87062293872088,4.49614090200196,2.74163189501174,1.28727467598155,0.00038612919355906,0.00688627943589295
"9587","10",76082925,76083425,501,"*",7.83419825692895,8.10231330686521,7.50461548972621,0.476139709981632,0.000386507943402139,0.00689231511298038
"9588","X",143130018,143130518,501,"*",2.95111917071756,0.317975666800679,3.82988962885283,-1.89568359997727,0.000386990651215315,0.00690020314460449
"9589","11",60366966,60367466,501,"*",3.00935763063347,3.79697684992183,1.14042845407533,1.81216012998401,0.000387228227733315,0.00690371919458047
"9590","19",35921728,35922228,501,"*",2.86816168490145,3.69412236298583,0.730735551506118,1.86052077807137,0.000387508591303261,0.00690799726298466
"9591","15",53977616,53978116,501,"*",2.80805076085026,3.71435612333891,0,1.91304275618904,0.000387606264855851,0.0069090180197296
"9592","5",16051181,16051681,501,"*",5.19144985000752,5.63808927837227,4.54112776288119,0.822003783021282,0.000387739988986712,0.00691068109228423
"9593","1",207617201,207617701,501,"*",2.7594069515257,3.65634640216284,0,1.91413270375366,0.000388305762140172,0.00691934334624744
"9594","10",58982437,58982937,501,"*",3.16139080424438,1.18326257896707,3.96559394207617,-1.78577854790107,0.000388306952958609,0.00691934334624744
"9595","2",120978621,120979121,501,"*",5.66496336558101,6.04844815312933,5.14110858647016,0.694886012697905,0.000388529539692409,0.00692258812368263
"9596","2",120948557,120949057,501,"*",6.64848311981041,6.97105730448024,6.2323681608294,0.543862491735852,0.000389041463049024,0.00693098691537463
"9597","3",30774974,30775474,501,"*",6.00927835653687,5.53269175457502,6.36691369188292,-0.632021018451646,0.000389095339476625,0.00693122444995779
"9598","3",8851639,8852139,501,"*",6.67903884750046,6.98057395366835,6.29736187184372,0.526262160606081,0.000389210322921685,0.0069325503632054
"9599","X",49840662,49841162,501,"*",5.94882452062216,6.33320525742888,5.42328781184061,0.692970216839497,0.000389367342934974,0.00693462467064041
"9600","6",9517741,9518241,501,"*",3.80196359316011,2.45767858867286,4.48557100816394,-1.41060977256412,0.00038944111606179,0.00693521607496786
"9601","5",117463737,117464237,501,"*",4.95860805901615,4.12610658856314,5.48311839426474,-1.00531545709896,0.000389621696440256,0.00693770919487899
"9602","7",5695407,5695907,501,"*",6.63728021550462,6.93878572644471,6.25565075995493,0.52793645488001,0.000389774990443658,0.00693971597753248
"9603","6",25660450,25660950,501,"*",8.02317742285698,8.25140539970465,7.75193337987264,0.414854279242253,0.000390194028689914,0.00694645327051653
"9604","17",60770416,60770916,501,"*",3.03451420405691,3.86911376213969,0.827872627836527,1.8105195511618,0.000390273265139141,0.00694714044790268
"9605","20",62155475,62155975,501,"*",6.62575869072726,6.96558455461276,6.1803891427109,0.57593812568192,0.000390628410266434,0.00695273834069016
"9606","21",15051980,15052480,501,"*",4.83909813804781,4.07816945758313,5.33467425468492,-0.947893916697152,0.000390838263339967,0.00695574930502541
"9607","4",71466643,71467143,501,"*",4.11316903420828,4.7121522006019,3.07027046611339,1.1744305069694,0.00039093372035802,0.00695672394763884
"9608","12",105212405,105212905,501,"*",7.03461377777432,7.3312009177712,6.66084647373323,0.523749371246158,0.000391290568092971,0.00696234939009556
"9609","8",111900666,111901166,501,"*",2.83560379319107,3.67202886118153,0.613846213109806,1.89320316960307,0.000391432735007879,0.00696415417956885
"9610","1",219432289,219432789,501,"*",5.0908290679927,4.40183056219914,5.55520009739823,-0.841516068418238,0.000391504599259105,0.0069647079375794
"9611","9",104232996,104233496,501,"*",8.0746795475089,8.33710434476582,7.75366538277909,0.466358401290267,0.000391797810290607,0.00696919884004386
"9612","12",70876929,70877429,501,"*",4.02351570813589,2.90068652609423,4.64720238828711,-1.26012124145406,0.000391939878948028,0.00697100060603381
"9613","12",115257802,115258302,501,"*",4.05514332723101,4.65361518499505,3.01383924913614,1.23011556858803,0.000392438029728807,0.00697779754112332
"9614","3",142328610,142329110,501,"*",2.64292872752498,3.56289392290975,0,1.87088193254871,0.000392467071870898,0.00697779754112332
"9615","5",174584589,174585089,501,"*",3.34463951542904,1.63927981591267,4.10452415813817,-1.65140805396466,0.000392480519667854,0.00697779754112332
"9616","21",36261420,36261920,501,"*",5.07087152392802,4.40904496943353,5.5228579832095,-0.843038536108609,0.00039248529554301,0.00697779754112332
"9617","15",68277760,68278260,501,"*",8.32873335614117,8.03723430921908,8.57111921993187,-0.433733781232919,0.000392550223290565,0.00697822616962757
"9618","13",64078028,64078528,501,"*",7.04172422505907,7.3827901375787,6.59421516498739,0.581465822518129,0.000392678098627817,0.0069797735896459
